Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,American Indian/Alaska Native/Native Hawaiian,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,Operational Status,Operational Status Date,EAP Prepared,EAP Last Revision Date,Inundation Maps Added to NID?,Website URL
East Branch Swift Regulating Dam,East Branch Swift Horseshoe Dam,,MA03287,S003,MA00588S003,MA Department of Conservation & Recreation,State,State,0,Yes,,,Water Supply,Water Supply,Massachusetts,,42.39293,-72.2389,Massachusetts,Worcester,Hardwick,,,"Massachusetts, Congressional District 02",,Yes,Yes,MA DCR Office of Dam Safety,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,14,32,32,25-50 feet,,,,Undetermined,,15198,,15198,12.29,43.7,,Uncontrolled,,,,,,,,8/28/2024,10/17/2019,10,Low,Fair,10/17/2019,,,Not Required,,No,https://damsafety.org/massachusetts
Mountain Street Reservoir Dikes,,,MA01295,S001,MA00082S001,City of Northampton,Local Government,Local Government,0,Yes,,,Water Supply,Water Supply,Massachusetts,,42.402893,-72.668297,Massachusetts,Hampshire,Hatfield,,Tributary of Beuaver Brook,"Massachusetts, Congressional District 02",,Yes,Yes,MA DCR Office of Dam Safety,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,30,16,30,25-50 feet,340,,1905,1900-1909,,761,761,550,,,,None,,,,,,,,8/28/2024,9/20/2018,10,Low,Poor,9/20/2018,,,Not Required,,No,https://damsafety.org/massachusetts
North Fork Nolin River MPS 15,Mcdougal Lake,,KY01045,,KY01045,CITY OF HODGENVILLE,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction;Water Supply,Kentucky,KY01045,37.5525,-85.6933,Kentucky,Larue,HODGENVILLE,,NORTH FORK NOLIN RIVER,"Kentucky, Congressional District 02",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,51,,,51,51-100 feet,1900,,1986,1980-1989,,7422,7422,666.9,91,9.7,,Uncontrolled,200,,,,,,,12/2/2024,10/24/2024,1,High,Fair,10/24/2024,,,Not Required,,No,https://damsafety.org/kentucky
West Fork Mayfield Creek FRS 28,West Fork Mayfield Creek FRS 28,,KY00757,,KY00757,WEST FORK MAYFIELD CREEK WATER CONSERVANCY DISTRICT,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA/USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00757,36.837707,-88.960899,Kentucky,Carlisle,NO TOWN,,MAYFIELD CREEK,"Kentucky, Congressional District 01",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,25,,,25,25-50 feet,560,,1975,1970-1979,,142,142,25,6.7,0.33,,Uncontrolled,30,,,,,,,5/24/2021,4/28/2016,5,Low,Fair,4/28/2016,,,Not Required,,No,https://damsafety.org/kentucky
Plum Creek FRS 18,Plum Creek FRS 18,,KY00336,,KY00336,SPENCER COUNTY SOIL CONSERVATION DISTRICT,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA/USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00336,38.05361111,-85.41777778,Kentucky,Spencer,WATERFORD,2,PLUM CREEK,"Kentucky, Congressional District 04",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,1953 Pilot Watershed Program (Public Law 83-156),Earth,Earth,,,40,,,40,25-50 feet,460,,1960,1960-1969,,464,464,40,4.9,1.05,,Uncontrolled,35,,,,,,,1/3/2024,12/6/2023,3,Significant,Fair,12/6/2023,,,Not Required,,No,https://damsafety.org/kentucky
Plum Creek FRS No 15,Plum Creek FRS No 15,,KY00333,,KY00333,SPENCER COUNTY SOIL CONSERVATION DISTRICT,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA/USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00333,38.09527778,-85.41138889,Kentucky,Spencer,WATERFORD,4,PLUM CREEK,"Kentucky, Congressional District 04",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,1953 Pilot Watershed Program (Public Law 83-156),Earth,Earth,,,35,,,35,25-50 feet,550,,1960,1960-1969,,292.7,292.7,62,7.7,1.04,,Uncontrolled,,,,,,,,5/24/2021,3/30/2005,5,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/kentucky
Upper Tradewater FRS No 3,Upper Tradewater FRS No 3,,KY00293,,KY00293,CHRISTIAN COUNTY SOIL CONSERVATION DISTRICT,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA/USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00293,37.02865,-87.55836,Kentucky,Christian,POD,6,BRUSHY FORK,"Kentucky, Congressional District 01",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,40,,,40,25-50 feet,1260,,1971,1970-1979,,2075,2075,207,36,8.43,,Uncontrolled,,,,,,,,5/24/2021,3/15/2017,5,Low,Fair,3/15/2017,,,Not Required,,No,https://damsafety.org/kentucky
Red Lick Creek MPS 1,Owsley Fork Reservoir,,KY00769,,KY00769,Berea Municipal Utilities,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA/USDA NRCS,,Water Supply,Water Supply,Kentucky,KY00769,37.54608,-84.18325,Kentucky,Madison,NO TOWN,3,STATION CAMP CREEK,"Kentucky, Congressional District 06",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,55,,,55,51-100 feet,1350,,1974,1970-1979,,5057.4,5057.4,2215.1,151.6,7.04,,Uncontrolled,100,,,,,,,2/24/2025,2/13/2025,1,High,Poor,2/13/2025,,,Not Required,,No,https://damsafety.org/kentucky
Humphrey Clanton Creek FRS No 3a,Humphrey Clanton Creek FRS No 3a,,KY00268,,KY00268,BALLARD COUNTY SOIL CONSERVATION DISTRICT,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA/USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00268,37.027113,-88.94,Kentucky,Ballard,LA CENTER,4,HUMPHREY-CLANTON CREEK,"Kentucky, Congressional District 01",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,29,,,29,25-50 feet,3250,,1969,1960-1969,,1257.2,1257.2,70,30.5,3.84,,Uncontrolled,,,,,,,,5/24/2021,1/11/2012,5,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/kentucky
Structure No. 12,Dutchman Lake,,IL00038,,IL00038,USDA FS,Federal,Federal,0,No,USDA NRCS,No,Recreation,Recreation;Water Supply,Forest Service,090804 0003,37.49002,-88.7442,Illinois,Johnson,NONE,0,DUTCHMAN CREEK,"Illinois, Congressional District 12",,Yes,Yes,IDNR,Yes,Yes,Yes,Yes,Forest Service,Forest Service;Natural Resources Conservation Service,Forest Service;Natural Resources Conservation Service,Forest Service;Natural Resources Conservation Service,Forest Service,Forest Service;Natural Resources Conservation Service,Forest Service,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,54,35,51,54,51-100 feet,1450,170250,1974,1970-1979,,4432,4432,1355,186,11,13728,Controlled,300,,,,,,Valve,5/24/2021,9/23/2016,,Significant,Not Rated,,,,Not Required,,No,https://www.fs.usda.gov/eng/dams/
Upper Locust Creek Watershed Site L-41,,Upper Locust Pt 3a,IA04143,,IA04143,Florence Darrah & Wayne County SWCD,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Iowa,4143,40.6496,-93.1295,Iowa,Wayne,State of MO,6,Tr to E. Fork Locust Creek,"Iowa, Congressional District 03",,Yes,Yes,IOWA DNR,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Soil,24,,,24,Less than 25 feet,485,15569,2007,Since 2000,,60,60,10,3,0.19,125,,20,,,,,,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Upper Locust Creek Watershed Site L-32,,Upper Locust Pt 3a,IA04141,,IA04141,Vernon Yoder & Wayne County SWCD,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Iowa,4141,40.6274,-93.1719,Iowa,Wayne,State of MO,10,Tr to W. Fork Locust Creek,"Iowa, Congressional District 03",,Yes,Yes,IOWA DNR,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Soil,22,,,22,Less than 25 feet,535,16003,2007,Since 2000,,81,81,20,5,0.25,158,,20,,,,,,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Soap Creek Watershed Site 68-71a,,Soap Creek Pt 18b,IA04118,,IA04118,Irvin Faber & Soap Creek Watershed Board,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Iowa,4118,40.9153,-92.7008,Iowa,Monroe,Selma,33,Tr to Boyd Branch,"Iowa, Congressional District 03",,Yes,Yes,IOWA DNR,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Soil,30,,,30,25-50 feet,600,35952,2010,Since 2000,,255,255,46,9,0.73,385,,28,,,,,,,5/24/2021,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/iowa
Mt. Elbert Forebay Inlet/Outlet Dike,Mt. Elbert Forebay,,CO00446,S001,CO00446S001,BUREAU OF RECLAMATION,Federal,Federal,0,Yes,,No,Hydroelectric,Hydroelectric,Bureau of Reclamation,,39.1022,-106.3537,Colorado,Lake,NONE,0,BOX CREEK TR,"Colorado, Congressional District 07",,Yes,Yes,DWR,Yes,Yes,Yes,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Earth,Earth,,,92,75,92,92,51-100 feet,490,,1977,1970-1979,,11420,11420,11143,384,,,None,0,0,0,0,,,,11/21/2024,7/12/2022,4,High,Not Available,,,,Yes,2/1/2022,No,https://www.usbr.gov/ssle/damsafety/
Utaba Retarding,,,UT00541,,UT00541,WEBER COUNTY,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Utah,UT00541,41.38865996,-111.9096765,Utah,Weber,CAMP UTABA,0.2,NORTH FORK OGDEN RIVER,"Utah, Congressional District 01",,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,,54,71,71,51-100 feet,369,,1962,1960-1969,,180,180,91,,10.1,161,Uncontrolled,,,,,,,,3/28/2024,10/5/2023,2,High,Fair,10/5/2023,,,Yes,7/1/2013,No,https://damsafety.org/utah
Roanoke Creek Dam # 54,Anderson Lake;Mink Bottom Lake,,VA037013,,VA037013,Southside Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Virginia,37013,37.1123,-78.5646,Virginia,Charlotte,Charlotte Court House,5.51,Roanoke Creek mainstem - VAHU6 RU81  Roanoke Creek - Spring Creek,"Virginia, Congressional District 05",,Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,37,37,37,37,25-50 feet,1060,,,Undetermined,,2798,2798,203,43,7.4,,Uncontrolled,100,0,0,0,,,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,11/19/2019,1,High,Fair,11/19/2019,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,Yes,11/9/2016,No,https://damsafety.org/virginia
Roanoke Creek Dam # 31b,Scott Lake,,VA037012,,VA037012,Southside Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Virginia,37012,37.1272,-78.6214,Virginia,Charlotte,,4,EAST BRANCH OF WARDS FORK,"Virginia, Congressional District 05",,Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,30,,,30,25-50 feet,650,,,Undetermined,,1718,1718,143,35.4,4.7,,,,,,,,,,12/4/2022,11/18/2019,1,High,Fair,11/18/2019,Normal Operations,6/18/2022,Yes,11/9/2016,No,https://damsafety.org/virginia
South River Dam #6,Sengers Mountain Lake (Stone Creek),,VA015009,,VA015009,Headwaters Soil and Water Conservation District,Local Government,Local Government,0,No,"USDA NRCS;Virginia Department of Conservation and Recreation, Division of Soil and Water Conservation",,Flood Risk Reduction,Flood Risk Reduction;Recreation,Virginia,15009,37.9911,-79.1221,Virginia,Augusta,,6,COLD SPRINGS RUN,"Virginia, Congressional District 06",,Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Flood Control Act of 1944 (Public Law 78-534),Earth,Earth,,,56,,,56,51-100 feet,910,,,Undetermined,,1283,1283,30,12,4.1,,,,,,,,,,10/25/2023,3/24/2021,1,High,Fair,3/24/2021,"Under Investigation, Planning, Permitting, or Design for Remediation",4/7/2021,Yes,2/21/2018,No,https://damsafety.org/virginia
Margaret Creek Structure No. 2,,,OH00083,,OH00083,Hocking College,Private,Private,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction;Recreation;Water Supply,Ohio,9121-001,39.24972222,-82.18861111,Ohio,Athens,FISHER,4.2,MARGARET CREEK,"Ohio, Congressional District 12",,Yes,Yes,Department of Natural Resources,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,60,,,60,51-100 feet,1617,,1970,1970-1979,,4816,4816,2131,136,3.84,57619,,,,,,,,,2/1/2024,5/4/2022,5,High,Fair,11/23/2022,,,No,,No,https://damsafety.org/ohio
Margaret Creek Structure No. 4,,,OH00084,,OH00084,Hocking Conservancy District,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Ohio,9220-003,39.25277778,-82.12444444,Ohio,Athens,FISHER,2.7,BIDDLE CREEK,"Ohio, Congressional District 12",,Yes,Yes,Department of Natural Resources,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,34,,,34,25-50 feet,1050,63200,1971,1970-1979,,1413.6,1413.6,89.9,28.4,4.04,11037,,,,,,,,,2/1/2024,5/4/2022,5,High,Fair,3/29/2017,,,Yes,5/12/2010,No,https://damsafety.org/ohio
SCS-Long Branch Creek Site-08,,SCS-Long Branch Creek Site-08,OK01391,,OK01391,NOBLE CO CONS DIST,State,State,0,No,USDA NRCS,No,Flood Risk Reduction,Flood Risk Reduction,Oklahoma,,36.223661,-97.068052,Oklahoma,Payne,MORRISON,,TR-LONG BRANCH CREEK,"Oklahoma, Congressional District 03",,Yes,Yes,OWRB,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Soil,24,19,24,24,Less than 25 feet,575,0,1957,1950-1959,,158,158,69,12,,1864,Controlled,1,0,0,0,,,Valve1,5/24/2021,10/17/2011,3,Significant,Fair,,,,Not Required,,No,https://damsafety.org/oklahoma
SCS-Sallisaw Creek Site-02,,SCS-Sallisaw Creek Site-02,OK01244,,OK01244,PONTOTOC CO CONS DIST,State,State,0,No,USDA NRCS,No,Flood Risk Reduction,Flood Risk Reduction,Oklahoma,,34.70455912,-96.75880668,Oklahoma,Pontotoc,ADA,,BLACK CREEK,"Oklahoma, Congressional District 04",Chickasaw OTSA,Yes,Yes,OWRB,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Earth,Soil,32,32,32,32,25-50 feet,1150,0,1960,1960-1969,,418,418,34,7,,990,Controlled,1,0,0,0,,,Valve1,5/24/2021,1/1/1980,1,High,Not Rated,,,,No,,No,https://damsafety.org/oklahoma
Quail Acres Dam,,,NC00218,,NC00218,"Quail Acres Homeowners Assc., Inc.",Private,Private,0,No,,,Recreation,Recreation,North Carolina,MECKL-003,35.0693,-80.7894,North Carolina,Mecklenburg,Matthews,7,Four Mile Creek,"North Carolina, Congressional District 14",,Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,24,30,30,25-50 feet,400,,1962,1960-1969,2001,85,85,68,7.1,0.06,,Controlled,,,,,,,,1/27/2025,5/21/2024,,High,Poor,5/21/2024,,,Yes,11/1/2023,No,https://damsafety.org/north-carolina
Lora Young Dam,,,NC00202,,NC00202,"East Fork Lake Property, LLC",Private,Private,0,No,,,Recreation,Recreation,North Carolina,TRANS-016,35.1305,-82.7594,North Carolina,Transylvania,Brevard,4,Upper Creek,"North Carolina, Congressional District 11",,Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,34,36,36,25-50 feet,520,,,Undetermined,,210,210,190,12.5,1.38,,,,,,,,,,1/27/2025,3/4/2024,,High,Unsatisfactory,3/4/2024,,,No,,No,https://damsafety.org/north-carolina
Mable #2,,,MT02800,,MT02800,W R TOWN,Private,Private,0,No,,Yes,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",Montana,,47.6131,-107.9117,Montana,Phillips,NONE,4,TR-COBURN COULEE,"Montana, Congressional District 02",,Yes,Yes,DNRC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,12,12,,12,Less than 25 feet,125,,1960,1960-1969,,174,174,35,,,,,,,,,,,,4/24/2024,,,Low,,,,,Not Required,,No,https://damsafety.org/montana
Little Lake,,,MT03673,,MT03673,CITY OF MISSOULA,Local Government,Local Government,0,No,,Yes,Water Supply,Water Supply,Montana,,47.04930207,-113.9239818,Montana,Missoula,MISSOULA,17,TR-WRANGLE CREEK,"Montana, Congressional District 01",,Yes,Yes,DNRC,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Rockfill,Rockfill;Timber Crib;Earth,,,25,14,25,25,25-50 feet,300,,1912,1910-1919,,298,298,125,32,0.45,500,Uncontrolled,5,,,,,,Uncontrolled,4/24/2024,8/1/2017,,Significant,,,,,Not Required,,No,https://damsafety.org/montana
Third Creek Watershed Dam #18,,,NC00095,,NC00095,Barium Springs Home For Children,Private,Private,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,North Carolina,IREDE-001,35.7333,-80.9036,North Carolina,Iredell,Statesville,1,UT to Third Creek,"North Carolina, Congressional District 10",,Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,1953 Pilot Watershed Program (Public Law 83-156),Earth,Earth,,,,13,36,36,25-50 feet,420,,1960,1960-1969,,614,614,36,5.4,1.26,9671,None,,,,,,,,1/27/2025,3/14/2023,,High,Fair,3/14/2023,,,Yes,9/30/2015,No,https://damsafety.org/north-carolina
Bsa Piedmont Council Dam,,,NC00090,,NC00090,"Boy Scouts of America, Piedmont Council",Private,Private,0,No,,,Recreation,Recreation,North Carolina,RUTHE-004,35.4452,-81.9195,North Carolina,Rutherford,Logan,2,Cathy Creek,"North Carolina, Congressional District 11",,Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,23,31,31,25-50 feet,360,,2000,Since 2000,,93,93,70,7.5,0.35,,,,,,,,,,1/27/2025,12/13/2022,,Low,Fair,12/13/2022,,,No,,No,https://damsafety.org/north-carolina
Willette Lake Dam,,,NC00023,,NC00023,The Willett Living Trust,Private,Private,0,No,,,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",North Carolina,LEE-010,35.3969,-79.1865,North Carolina,Lee,,,Juniper Creek,"North Carolina, Congressional District 09",,Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,20,25,25,25-50 feet,830,,1960,1960-1969,,159,159,140,,,83,,,,,,,,,1/27/2025,12/20/2023,,Low,Fair,12/20/2023,,,No,,No,https://damsafety.org/north-carolina
Duffy'S Marsh,Duffy'S Marsh,,WI01211,,WI01211,DUFFY MARSH PROPERTY OWNERS,Private,Private,0,No,,,Other,Other;Recreation,Wisconsin,4831,43.7378195,-89.3068773,Wisconsin,Marquette,,,UNNAMED TRIB TO GRAND RIVER,"Wisconsin, Congressional District 06",,Yes,Yes,WIDNR,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,8,6,8,8,Less than 25 feet,10000,,1997,1990-1999,2004O,5750,5750,,1302,6.82,,,,,,,,,,9/16/2022,4/27/2021,10,Low,Fair,5/13/2020,,,No,,No,https://damsafety.org/wisconsin
